Class Index,Title,Description
4,US Struggles to Develop Auto Safety Analysis System,"US regulators have yet to complete an advanced system for fully analyzing crash data to identify defects four years after the deadly Firestone tire debacle prompted an overhaul of federal auto safety oversight, a government watchdog "
4,Free-Speech for Online Gambling Ads Sought,The operator of a gambling news site on the Internet has asked a federal judge to declare that advertisements in U.S. media for foreign online casinos and sports betting outlets are protected by free-speech rights.
4,Intel Pentium 4 prices slashed by 35,"The price of the Pentium 4 560 is now priced at \$417 from \$637, while prices of other desktop Pentium 4 chips are cut by 18 percent to 33 percent."
4,Sigourney Weaver books flight with Virgin Galactica,&lt;em&gt;Alien&lt;/em&gt; star turns space tourist
4,Securing the gold in Athens,"Despite age-old Olympic truce known as the ekecheiria, or ""holding of hands,"" security experts aren't taking any chances.\"
4,X-Prize for world #39;s  #39;Holy Grails #39;,A series of X-Prizes for the scientific or technological breakthroughs that tackle the most important challenges facing humans are being planned.
4,HP discontinues its Itanium workstations,"The Intel chip, once expected to dominate the server market and even creep into PCs, takes yet another knock."
4,Word From on High: Jam Cell Calls,Four churches in Mexico have unobtrusively installed Israeli-made cell-phone jammers to thwart those who don't seem to understand they should turn the thing off in during services or weddings. They're not the only ones in the world to do it.
4,Chip Sales Rise; Inventories Seen Down," NEW YORK (Reuters) - Global semiconductor sales rose 1.1  percent to \$18.2 billion in August from the previous month and  it appears as though chip inventories are declining, an  industry trade group said on Thursday."
4,Sun Microsystems Sets Sights on Low-End Market,"By MATTHEW FORDAHL    SAN JOSE, Calif. (AP) -- After years of battling Microsoft Corp..."
4,"Sprint, Nextel herald 'future of communications'",Executives from Sprintand Nextel Communicationstook to a stage at the St. Regis Hotel in New York Wednesday to announce a definitive agreement to merge their two companies and create the third largest mobile phone company in the U.S.
4,Researchers Develop 3-D Phone Technology,"TOKYO Nov 24, 2004 - It #39;s an idea that was popularized by Princess Leia #39;s plea for help in Star Wars: sending a 3-D hologram."
4,"Health Highlights: Sept. 8, 2004","Here are some of the latest health and medical news developments, compiled by editors of HealthDay:    -----       Clinton Out of Intensive Care       Former President Bill Clinton was moved from intensive care to a hospital room Wednesday as he continued his recovery from quadruple bypass surgery at New York Presbyterian Hospital/Columbia in New York City.      A statement issued by Clinton's office said the 58-year-old former president walked with assistance, sat up in bed and sat in a chair, the Associated Press reported..."
4,Milky Way May Have Stolen Other System #39;s Planet,"Imagine our sun snatching an alien planet from another solar system, four billion years ago. A team of scientists, including a Utah physicist, say it #39;s a possibility based on a wild new simulation."
4,Group urges EPA to cut pollution,"If the government required deeper cuts in air pollution from power plants, at least 3,000 lives would be saved and 140,000 children would avoid asthma and other respiratory ailments, an environmental group said Tuesday."
4,iPod Mini gets new challenge from Dell,"roundup Pocket DJ 5 has bigger drive, smaller price tag. Virgin's got a tiny tunesmith, too."
4,News: Technology Already Exists to Stabilize Global Warming,"Existing technologies could stop the escalation of global warming for 50 years and work on implementing them can begin immediately, according to an analysis by Princeton University scientists.  (Princeton University press release)"
4,Renewable energy may be offered by Empire,"Empire Electric #39;s 15,000 member-owners may be able to get all or part of their electricity from renewable sources starting in January."
4,Card fraud prevention 'pays off',"Fraud on UK credit cards has fallen - but identity fraud is on the up, a survey from analysts Datamonitor finds."
4,Motorola To Develop FOMA Mobile Phone Handset for DoCoMo,DoCoMo previously procured FOMA handsets only from domestic manufacturers. The two companies -- Motorola and DoCoMo -- said they aim to market the new handset from next spring targeting business users.
4,Moving Ideas Off Campus,The transfer of technological innovations from the campus to the capitalist marketplace has been a financial windfall for many schools.
4,IBM Putting PC Business Up for Sale,International Business Machines Corp.'s possible exit from the personal computer business would be the latest move in what amounts to a long goodbye from a field it pioneered and revolutionized.
4,WHO Urges Science to Keep World Healthy (AP),"AP - Technological advances that help drug companies churn out highly profitable prescription medications must also be applied to improving public health care around the globe, a World Health Organization report released Wednesday says."
4,MP3 Creator Warns Tech Impasse Dooming Downloads," BERLIN (Reuters) - Rival technologies that baffle consumers  will run more companies out of business in the nascent music  download market than will head-to-head competition, one of the  lead creators of MP3 playback technology warned on Wednesday."
4,IBM plans fewer U.S. layoffs to compensate for offshoring,"After internal documents revealed plans to send nearly 5,000 jobs to developing countries over two years, IBM became an easy target for critics of outsourcing. Will limiting layoffs take the sting out of moving these jobs abroad?"
4,Microsoft Says SP2 Problems Can Be Remedied," quot;Everyone I #39;ve talked to about SP2 says,  #39;Don #39;t do it, #39; quot; said Phil Beal, an atypically conscientious computer user who said he downloads Microsoft #39;s minor fixes every Friday night."
4,Apple snaps at Vaio Pocket with iPod Photo,"Apple today peeled the wraps off its latest iPod, promising that the iPod Photo will allow customers to take their entire music and photo library with them wherever they go."
4,News: New Caller I.D. spoofing site opens,"Web-based caller I.D. spoofing is back, and this time it's available to everyone.\"
4,Computer Makers Sign Joint Code of Conduct,The three largest computer makers spearheaded a program today designed to standardize working conditions for their non-US workers.
4,Experts Warn of Net Flu Vaccine Scam,"Vaccines for sale online can be dangerous, and sellers could be perpetrating credit card fraud."
4,It #39;s flak jacket time for Microsoft #39;s Linux guy,What kind of E-mail is landing in Martin Taylors in-box right about now? Its probably not unlike some of the messages Ive been getting in response to a story I wrote about Steve Ballmers Oct. 27 
4,Mr World Wide Web gets new job,"THE INVENTOR of the World Wide Web has got a job as a professor at the University of Southampton. That #39;s according to the This is Southampton web site, which said Sir Tim Berners-Lee will become chair of computer "
4,Sun Rolls Out Solaris 10 (NewsFactor),"NewsFactor - Sun Microsystems (Nasdaq: SUNW) today came out swinging with the launch of the latest\Solaris operating system, announcing that the new and improved\Unix-based software would be offered for free."
4,Tenn. Seeks Help in Plant Categorization (AP),AP - State officials are calling on the public to help them count and categorize all the plants and animals in Tennessee's 54 parks.
4,Heart Attacks Don't Stop Most Smokers,"By EMMA ROSS    MUNICH, Germany (AP) -- More than half of European smokers who suffer a heart attack, bypass surgery or other serious heart problem are still smoking a year later, despite anti-smoking campaigns and doctors' advice to stop, a new study found.    Experts said the findings, presented Monday at Europe's largest medical conference, indicate that smoking cessation efforts are failing many of the most vulnerable victims..."
